0.15531 -0.29557 -28.40798
0.59784 -0.63782 -35.51030
-0.49724 0.70960 -15.33553
1.33533 -1.51258 -8.93910
-0.69178 -0.08653 24.92284
0.03428 -0.53926 -29.23273
-0.71310 1.04925 32.30791
-0.42192 -0.54828 -32.95893
-0.56234 0.87085 7.86295
-0.38188 2.34889 29.43213
0.01859 0.98370 -28.09132
-0.60265 0.11380 -3.72876
-0.21635 0.58884 21.01044
0.79572 0.24827 1.68548
0.84652 1.26128 2.44140
-0.24065 0.69894 -27.74027
0.86667 -0.98866 -21.80169
0.01793 2.07183 3.60667
0.71695 0.61195 15.28301
0.43147 0.86256 41.22681
0.87155 1.42902 1.58980
0.11730 -0.66634 5.88535
0.55322 -0.00333 16.41582
0.02170 -2.27216 -5.99843
-0.57564 -0.29164 -10.42649
-0.45116 0.74330 -5.66677
-1.12049 1.00993 30.23909
0.01266 1.43029 44.55499
-0.86641 -1.88144 8.70975
-0.53826 -0.39821 23.86533
0.06466 -2.49815 -55.74946
0.90498 -0.59901 -5.20408
1.50847 0.78500 -35.20988
1.48183 0.25614 -17.44593
-1.88705 -0.29558 -25.56694
-0.02846 -0.53418 -58.30126
-1.27616 -0.73789 -28.71557
-0.26736 -0.21491 2.71665
-0.37666 0.35209 -25.11727
0.22285 -0.66196 -30.07586
-0.97559 0.45244 -0.07436
-0.67948 -1.46178 0.35742
1.03303 -0.86463 -10.56784
1.12971 -1.07739 -19.30071
-0.44959 -0.37248 -41.69692
-0.47341 -0.24481 8.47781
-0.24057 0.42934 -14.04710
2.33124 -1.16887 -30.76128
0.99378 -0.21573 14.84475
-0.29749 -0.70186 0.46518
1.51789 -0.71489 45.45935
2.37234 -0.44798 23.58719
0.23734 -0.80203 -5.76813
-0.29225 1.27769 19.41644
0.18884 -0.42357 17.18188
-0.06342 -0.32252 -7.25236
-0.03220 0.48348 4.78626
0.52781 -0.82319 10.80717
0.97743 2.15090 28.85030
-0.57849 0.84522 5.42019
0.29115 -0.60568 12.49127
-1.58987 0.27130 14.72511
0.12291 0.13097 18.50211
0.98193 -0.32750 -58.30330
-1.60616 -1.40115 -31.53711
-0.38621 -1.34142 -7.26580
-0.44651 1.59709 65.73336
-0.85244 0.90702 -13.66081
-0.78350 -0.64791 -21.47686
-0.22623 0.81761 -13.75216
1.40041 -2.14055 -15.96889
-1.65326 0.08080 -29.77761
-0.50220 -0.47601 -7.43485
0.46707 0.19632 -30.19096
-0.87633 1.31972 7.60478
0.30081 -2.14292 -50.85670
-1.72415 -0.88525 13.11766
0.74233 2.40527 35.58542
-1.38087 0.92460 15.46959
0.48567 -0.22120 11.24051
-0.07699 -0.40941 -2.85920
0.88362 0.08658 -24.88593
-0.30081 0.18485 -22.95500
-0.97716 0.09049 8.65239
1.22486 0.91674 8.81723
-1.49209 0.56006 -0.01453
0.42782 -0.90704 1.50749
-0.43290 0.39490 -6.54293
-1.18073 1.14309 -1.86012
-0.91473 1.16593 28.29959
-1.42362 -0.51929 -44.89658
0.28364 -0.22189 -5.18424
0.02401 0.36196 -25.92774
0.90041 0.27264 8.63203
-0.15770 1.45127 38.58920
-0.23620 -1.07003 0.02507
-2.11246 -0.07173 22.87603
1.47390 -0.21495 -6.13266
0.78283 -1.15359 -19.71271
-0.37648 -0.88578 -27.66709
-0.10375 0.06004 -16.93938
1.26531 0.59786 30.69496
-0.86049 -0.93931 -20.04937
2.17050 0.38877 -22.84286
-0.46729 0.73965 27.66783
-0.92813 -0.64393 31.95151
1.20696 0.24412 22.65815
0.16354 0.15696 13.00957
0.30021 -1.48916 7.42735
-0.67147 -1.57440 -0.42200
0.96628 1.34603 4.02160
0.97053 -2.02808 -41.38668
-0.53914 2.04927 21.23593
-0.32372 -1.46948 -29.85058
0.45327 -0.77061 2.88607
-0.93807 -1.19461 6.80799
-0.78802 1.33260 -0.73808
-1.23714 -0.98202 -65.23378
-1.60752 -0.82058 -24.68792
0.73885 -0.19467 24.37361
-1.14021 0.67501 27.03387
-0.03044 0.25496 10.10829
0.00495 0.30264 5.12407
-0.30480 0.51305 -1.83468
1.25297 0.04503 0.73817
1.05241 1.43699 -18.14332
-0.24824 -1.15807 -28.05061
-0.31147 1.32771 37.04213
0.24554 0.84243 -9.71082
1.40231 -0.52282 0.51432
-0.66185 0.99062 43.70294
0.03939 1.61536 17.86219
-1.10820 -0.13298 30.37789
0.09150 0.55368 -1.01600
-1.32586 -0.06447 22.52513
0.18620 -0.04235 3.44893
-0.25498 0.94685 47.40857
1.56114 -0.01706 36.88533
0.64395 -0.45001 -46.94660
0.29384 -0.07837 -4.05708
1.98465 0.26686 32.85118
1.20825 -1.46054 -17.20402
0.30158 0.79377 7.29528
0.71599 0.17624 6.52751
-0.37583 -1.52260 -22.68602
0.76463 0.68460 2.53612
0.89480 1.60472 36.44348
-0.95174 -0.86946 -27.70716
-0.77919 -0.37648 12.07024
0.31761 -0.89089 -10.18178
0.97548 -0.11810 12.15067
0.37622 0.59654 -14.85558
-0.25190 2.14718 18.18454
0.30369 0.50559 -8.44062
0.70741 -1.69552 -41.63089
-0.09169 2.07716 55.58733
-0.61745 0.30559 -31.51323
0.07838 -3.37844 -43.39663
-0.59104 0.67085 3.97217
-1.48048 -2.18304 -13.55419
1.17601 1.05742 -8.31495
1.19026 -0.75334 -8.92903
1.07471 -0.54270 1.41342
2.36151 -0.49595 38.83241
0.65897 0.53995 29.98778
-1.03666 0.32484 5.96472
-0.71777 -0.12183 21.00546
-0.12100 -1.72473 -9.09569
1.91052 1.25547 30.88027
-1.41344 -0.00141 -37.09061
-0.05347 -0.92154 -16.11516
-0.08795 -0.47123 -26.37253
0.30839 0.09989 13.70754
0.96150 -2.05076 -44.42991
-1.05631 1.25864 16.84050
0.11023 0.51515 -15.73801
0.54002 -0.58505 -39.10615
0.85318 0.03287 -1.15988
-1.24230 -0.06559 21.80957
-0.93741 -0.12346 -0.73521
-0.60464 0.95148 -18.20179
-0.35029 -2.45974 -38.28163
-2.03741 0.36101 -30.96102
0.02684 0.47908 22.28981
-1.34687 0.01054 -0.27042
-2.20016 1.02414 14.71167
-1.28709 0.92749 22.61201
1.61965 -0.56545 -2.01680
-0.33001 -0.58075 -11.65359
-0.70529 -0.27315 -5.52449
0.03531 -0.71607 -16.25127
1.56918 -0.72064 2.64320
0.46130 -0.53510 -0.05450
-0.63908 -0.44073 -40.17900
0.10371 0.53483 -3.99043
-0.71156 1.24446 43.66532
0.86357 0.27080 11.41038
0.06499 0.26610 -25.57586
-1.68335 0.23687 39.96598
0.10327 -0.99914 3.63560
-0.30129 0.30851 -1.83417
2.27514 1.13691 20.92070
1.35408 0.54847 -19.01599
-0.74900 0.28634 8.47057
0.08110 1.07251 28.96836
0.62204 -0.51675 -8.17543
0.52043 -0.99129 6.70394
-0.44616 0.49640 15.44479
1.27066 0.36848 5.23789
0.04262 -1.22849 -15.92337
-0.28655 0.25270 -3.63022
-0.88102 -1.48011 31.13640
-0.80426 0.49209 -45.44742
-3.30844 -1.30829 6.12249
-0.82377 0.37819 43.67086
0.22019 0.59034 -13.71604
0.14119 1.29130 17.51241
-0.47439 -0.19595 -12.78288
0.33173 0.15333 22.54943
0.51077 0.46096 17.51010
-1.39591 0.17387 -12.98112
0.22792 -0.35579 -16.02306
-0.09293 -1.58523 24.26288
-0.43615 0.78108 19.91785
-0.25837 -0.10653 -23.56945
1.39311 -0.97271 -6.10572
0.29425 -0.56831 25.10850
0.85849 -0.84522 -10.31869
-0.45230 -1.26467 11.19224
1.04296 -1.52839 -33.28837
-0.19559 0.14588 -17.11564
0.83852 0.75548 1.28877
0.25858 -0.80440 -9.76105
1.15662 1.37381 54.23369
0.42211 0.13834 10.26314
-0.18682 0.36972 -9.40097
1.53333 -0.23818 -27.53952
-1.67755 1.68442 23.93212
-1.09945 -0.85912 -5.28619
0.83122 0.99734 30.87677
-0.28617 -0.31974 -1.73474
-1.71182 -1.32334 -28.11863
0.27445 0.58727 17.44190
-0.23944 -0.28406 -8.63408
0.36961 0.79851 23.02512
-0.36443 0.19301 25.02727
-1.23995 0.58653 39.40723
0.30796 -0.07735 11.18952
0.39710 1.56523 6.04519
-0.93774 -0.49643 11.08549
0.62810 -0.41461 -41.32885
-1.07966 0.55355 17.08529
-1.64221 -0.75898 -17.76704
0.78097 -0.89402 -12.22789
-0.11978 2.28141 12.33686
1.62982 -0.10478 -17.73010
0.52887 0.36992 -21.15765
1.91575 -0.28247 26.42457
0.44431 -0.83050 -5.79192
1.39691 -0.65664 6.08637
-0.67421 -0.58825 -33.14439
0.18691 -0.72391 -33.53305
1.04069 2.26974 18.96610
1.04860 -0.32732 -33.70562
0.84125 -0.13165 -22.33110
1.41736 0.96443 12.69346
0.84048 0.97877 20.21350
-0.08235 0.05536 17.22975
-0.91149 -0.36851 -44.35267
0.14278 1.86841 59.10398
0.22205 -0.17509 13.71253
0.25011 1.35922 12.13162
0.58219 0.82747 0.63436
-0.39568 -0.87411 -36.17429
-0.92497 -0.52924 10.38486
-1.28598 1.16553 8.77699
0.85034 -1.80820 -11.43428
-1.75927 -1.29320 12.91193
-0.17029 -0.30829 6.37316
1.97191 -0.74390 -24.01566
-1.07353 -1.30179 -5.90984
0.63067 -0.28763 24.65730
-0.31234 0.56592 24.25220
0.72899 2.66900 25.89741
0.78324 0.91206 15.73986
1.25663 0.30533 15.91265
0.04769 0.69833 15.17814
0.47910 0.77097 41.15165
1.62042 -0.28198 49.53177
0.27792 1.31930 45.19692
0.37239 -1.23692 -38.38705
